Date,Visitor/Neutral,PTS,Home/Neutral,,Visitor_PTS,Home_PTS,Month,Season,Recent Wins (Home),Recent Losses (Home),Recent Win % (Home),Recent Wins (Visitor),Recent Losses (Visitor),Recent Win % (Visitor),Matchup Wins (Home),Matchup Wins (Visitor),Total Matchups,DSLG (Home),DSLG (Visitor),Wins (Home),Losses (Home),Wins (Visitor),Losses (Visitor)
Mon Jan 1 2024,Miami Heat,121,Los Angeles Clippers,,104,121,january,2023-2024,2,3,40.0,3,2,60.0,2,0,2,3.0,2.0,19,12,19,13
Tue Jan 2 2024,Chicago Bulls,110,Philadelphia 76ers,,97,110,january,2023-2024,4,1,80.0,0,5,0.0,1,2,3,3.0,3.0,22,10,15,19
Tue Jan 2 2024,San Antonio Spurs,106,Memphis Grizzlies,,98,106,january,2023-2024,4,1,80.0,3,2,60.0,3,1,4,2.0,2.0,10,22,5,27
Tue Jan 2 2024,Brooklyn Nets,112,New Orleans Pelicans,,85,112,january,2023-2024,1,4,20.0,3,2,60.0,2,0,2,2.0,2.0,19,14,15,18
Tue Jan 2 2024,Boston Celtics,127,Oklahoma City Thunder,,123,127,january,2023-2024,1,4,20.0,3,2,60.0,1,1,2,2.0,2.0,22,9,26,6
Tue Jan 2 2024,Orlando Magic,121,Golden State Warriors,,115,121,january,2023-2024,1,4,20.0,3,2,60.0,2,0,2,3.0,2.0,15,17,19,13
Tue Jan 2 2024,Charlotte Hornets,104,Sacramento Kings,,111,104,january,2023-2024,3,2,60.0,4,1,80.0,1,1,2,2.0,1.0,19,12,7,24
Wed Jan 3 2024,Washington Wizards,140,Cleveland Cavaliers,,101,140,january,2023-2024,3,2,60.0,1,4,20.0,4,0,4,2.0,3.0,18,15,6,26
Wed Jan 3 2024,Milwaukee Bucks,142,Indiana Pacers,,130,142,january,2023-2024,3,2,60.0,4,1,80.0,7,3,10,2.0,2.0,18,15,24,9
Wed Jan 3 2024,Oklahoma City Thunder,141,Atlanta Hawks,,138,141,january,2023-2024,3,2,60.0,1,4,20.0,1,1,2,3.0,1.0,13,19,23,9
Wed Jan 3 2024,Brooklyn Nets,112,Houston Rockets,,101,112,january,2023-2024,1,4,20.0,4,1,80.0,1,1,2,2.0,1.0,16,15,15,19
Wed Jan 3 2024,Toronto Raptors,111,Memphis Grizzlies,,116,111,january,2023-2024,3,2,60.0,3,2,60.0,1,1,2,1.0,2.0,11,22,13,20
Wed Jan 3 2024,New Orleans Pelicans,106,Minnesota Timberwolves,,117,106,january,2023-2024,3,2,60.0,0,5,0.0,2,2,4,2.0,1.0,24,8,20,14
Wed Jan 3 2024,Portland Trail Blazers,126,Dallas Mavericks,,97,126,january,2023-2024,4,1,80.0,2,3,40.0,4,0,4,2.0,2.0,19,15,9,23
Wed Jan 3 2024,Chicago Bulls,116,New York Knicks,,100,116,january,2023-2024,3,2,60.0,1,4,20.0,3,1,4,2.0,1.0,18,15,15,20
Wed Jan 3 2024,Los Angeles Clippers,122,Phoenix Suns,,131,122,january,2023-2024,1,4,20.0,1,4,20.0,1,3,4,2.0,2.0,18,15,20,12
Wed Jan 3 2024,Detroit Pistons,154,Utah Jazz,OT,148,154,january,2023-2024,3,2,60.0,3,2,60.0,2,0,2,2.0,2.0,15,19,3,30
Wed Jan 3 2024,Miami Heat,96,Los Angeles Lakers,,110,96,january,2023-2024,3,2,60.0,3,2,60.0,0,2,2,3.0,2.0,18,17,19,14
Wed Jan 3 2024,Orlando Magic,138,Sacramento Kings,2OT,135,138,january,2023-2024,3,2,60.0,3,2,60.0,2,0,2,1.0,1.0,19,13,19,14
Thu Jan 4 2024,Milwaukee Bucks,121,San Antonio Spurs,,125,121,january,2023-2024,3,2,60.0,4,1,80.0,0,2,2,2.0,1.0,5,28,24,10
Thu Jan 4 2024,Denver Nuggets,127,Golden State Warriors,,130,127,january,2023-2024,1,4,20.0,1,4,20.0,0,4,4,2.0,3.0,16,17,24,11
Fri Jan 5 2024,Utah Jazz,126,Boston Celtics,,97,126,january,2023-2024,3,2,60.0,2,3,40.0,2,0,2,3.0,2.0,26,7,16,19
Fri Jan 5 2024,Atlanta Hawks,150,Indiana Pacers,,116,150,january,2023-2024,3,2,60.0,2,3,40.0,4,0,4,2.0,2.0,19,15,14,19
Fri Jan 5 2024,Oklahoma City Thunder,124,Brooklyn Nets,,115,124,january,2023-2024,4,1,80.0,2,3,40.0,1,1,2,2.0,2.0,15,20,23,10
Fri Jan 5 2024,Washington Wizards,114,Cleveland Cavaliers,,90,114,january,2023-2024,3,2,60.0,1,4,20.0,4,0,4,2.0,2.0,19,15,6,27
Fri Jan 5 2024,New York Knicks,92,Philadelphia 76ers,,128,92,january,2023-2024,4,1,80.0,3,2,60.0,3,6,9,3.0,2.0,23,10,19,15
Fri Jan 5 2024,Charlotte Hornets,104,Chicago Bulls,,91,104,january,2023-2024,2,3,40.0,5,0,100.0,4,0,4,2.0,3.0,15,21,8,24
Fri Jan 5 2024,Minnesota Timberwolves,95,Houston Rockets,,122,95,january,2023-2024,0,5,0.0,2,3,40.0,0,3,3,2.0,2.0,17,15,24,9
Fri Jan 5 2024,Los Angeles Clippers,95,New Orleans Pelicans,,111,95,january,2023-2024,1,4,20.0,1,4,20.0,3,1,4,2.0,2.0,21,14,21,12
Fri Jan 5 2024,Portland Trail Blazers,139,Dallas Mavericks,,103,139,january,2023-2024,3,2,60.0,2,3,40.0,4,0,4,2.0,2.0,20,15,9,24
Fri Jan 5 2024,Orlando Magic,120,Denver Nuggets,,122,120,january,2023-2024,1,4,20.0,3,2,60.0,0,2,2,1.0,2.0,25,11,19,15
Fri Jan 5 2024,Miami Heat,113,Phoenix Suns,,97,113,january,2023-2024,1,4,20.0,4,1,80.0,2,0,2,2.0,2.0,18,16,20,14
Fri Jan 5 2024,Detroit Pistons,113,Golden State Warriors,,109,113,january,2023-2024,1,4,20.0,3,2,60.0,2,0,2,1.0,2.0,16,18,3,31
Fri Jan 5 2024,Memphis Grizzlies,113,Los Angeles Lakers,,127,113,january,2023-2024,2,3,40.0,2,3,40.0,3,1,4,2.0,2.0,18,18,11,23
Fri Jan 5 2024,Toronto Raptors,135,Sacramento Kings,,130,135,january,2023-2024,3,2,60.0,4,1,80.0,2,0,2,2.0,2.0,20,13,14,20
Sat Jan 6 2024,Boston Celtics,101,Indiana Pacers,,118,101,january,2023-2024,2,3,40.0,2,3,40.0,2,3,5,1.0,1.0,20,15,27,7
Sat Jan 6 2024,New York Knicks,105,Washington Wizards,,121,105,january,2023-2024,2,3,40.0,3,2,60.0,0,3,3,1.0,1.0,6,28,20,15
Sat Jan 6 2024,Utah Jazz,109,Philadelphia 76ers,,120,109,january,2023-2024,3,2,60.0,2,3,40.0,1,1,2,1.0,1.0,23,11,16,20
Sat Jan 6 2024,Milwaukee Bucks,112,Houston Rockets,,108,112,january,2023-2024,0,5,0.0,4,1,80.0,1,1,2,1.0,2.0,17,16,25,10
Sun Jan 7 2024,San Antonio Spurs,117,Cleveland Cavaliers,,115,117,january,2023-2024,2,3,40.0,3,2,60.0,2,0,2,2.0,3.0,20,15,5,29
Sun Jan 7 2024,Portland Trail Blazers,127,Brooklyn Nets,OT,134,127,january,2023-2024,4,1,80.0,3,2,60.0,0,2,2,2.0,2.0,16,20,9,25
Sun Jan 7 2024,Atlanta Hawks,117,Orlando Magic,OT,110,117,january,2023-2024,4,1,80.0,3,2,60.0,1,3,4,2.0,2.0,20,15,14,20
Sun Jan 7 2024,New Orleans Pelicans,100,Sacramento Kings,,133,100,january,2023-2024,2,3,40.0,1,4,20.0,0,6,6,2.0,2.0,21,13,21,15
Sun Jan 7 2024,Minnesota Timberwolves,115,Dallas Mavericks,,108,115,january,2023-2024,3,2,60.0,2,3,40.0,1,3,4,2.0,2.0,21,15,25,9
Sun Jan 7 2024,Detroit Pistons,131,Denver Nuggets,,114,131,january,2023-2024,1,4,20.0,4,1,80.0,2,0,2,2.0,2.0,25,12,3,32
Sun Jan 7 2024,Memphis Grizzlies,115,Phoenix Suns,,121,115,january,2023-2024,0,5,0.0,2,3,40.0,2,1,3,2.0,2.0,19,16,12,23
Sun Jan 7 2024,Toronto Raptors,118,Golden State Warriors,,133,118,january,2023-2024,0,5,0.0,4,1,80.0,1,1,2,2.0,2.0,17,18,14,21
Sun Jan 7 2024,Los Angeles Clippers,106,Los Angeles Lakers,,103,106,january,2023-2024,2,3,40.0,2,3,40.0,3,1,4,2.0,2.0,18,19,22,12
Mon Jan 8 2024,Chicago Bulls,112,Charlotte Hornets,OT,119,112,january,2023-2024,5,0,100.0,2,3,40.0,0,4,4,3.0,3.0,8,25,16,21
Mon Jan 8 2024,Boston Celtics,133,Indiana Pacers,,131,133,january,2023-2024,1,4,20.0,3,2,60.0,2,3,5,2.0,2.0,20,16,28,7
Mon Jan 8 2024,Oklahoma City Thunder,128,Washington Wizards,,136,128,january,2023-2024,2,3,40.0,3,2,60.0,0,2,2,2.0,3.0,6,29,23,11
Mon Jan 8 2024,Houston Rockets,120,Miami Heat,,113,120,january,2023-2024,5,0,100.0,0,5,0.0,2,0,2,3.0,2.0,20,15,18,16
Mon Jan 8 2024,Utah Jazz,116,Milwaukee Bucks,,132,116,january,2023-2024,4,1,80.0,2,3,40.0,0,2,2,2.0,2.0,25,11,17,20
Mon Jan 8 2024,Phoenix Suns,138,Los Angeles Clippers,,111,138,january,2023-2024,3,2,60.0,0,5,0.0,3,1,4,1.0,1.0,22,13,19,17
Tue Jan 9 2024,Sacramento Kings,110,Detroit Pistons,,131,110,january,2023-2024,4,1,80.0,1,4,20.0,1,1,2,2.0,2.0,3,33,21,14
Tue Jan 9 2024,Minnesota Timberwolves,92,Orlando Magic,,113,92,january,2023-2024,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,21,15,25,10
Tue Jan 9 2024,Portland Trail Blazers,112,New York Knicks,,84,112,january,2023-2024,3,2,60.0,4,1,80.0,2,0,2,3.0,2.0,21,15,10,25
Tue Jan 9 2024,Memphis Grizzlies,103,Dallas Mavericks,,120,103,january,2023-2024,2,3,40.0,2,3,40.0,2,2,4,2.0,2.0,22,15,13,23
Tue Jan 9 2024,Toronto Raptors,132,Los Angeles Lakers,,131,132,january,2023-2024,2,3,40.0,4,1,80.0,2,0,2,2.0,2.0,19,19,15,21
Wed Jan 10 2024,Minnesota Timberwolves,127,Boston Celtics,OT,120,127,january,2023-2024,4,1,80.0,4,1,80.0,1,1,2,2.0,1.0,28,8,26,10
Wed Jan 10 2024,Sacramento Kings,98,Charlotte Hornets,,123,98,january,2023-2024,4,1,80.0,1,4,20.0,1,1,2,2.0,1.0,8,26,22,14
Wed Jan 10 2024,San Antonio Spurs,108,Detroit Pistons,,130,108,january,2023-2024,4,1,80.0,3,2,60.0,0,2,2,1.0,3.0,3,34,5,30
Wed Jan 10 2024,Washington Wizards,112,Indiana Pacers,,104,112,january,2023-2024,1,4,20.0,2,3,40.0,2,1,3,2.0,2.0,21,16,6,30
Wed Jan 10 2024,Philadelphia 76ers,139,Atlanta Hawks,OT,132,139,january,2023-2024,3,2,60.0,2,3,40.0,2,2,4,3.0,4.0,14,21,23,12
Wed Jan 10 2024,Oklahoma City Thunder,120,Miami Heat,,128,120,january,2023-2024,4,1,80.0,3,2,60.0,0,2,2,2.0,2.0,21,15,24,11
Wed Jan 10 2024,Houston Rockets,124,Chicago Bulls,OT,119,124,january,2023-2024,3,2,60.0,1,4,20.0,1,1,2,2.0,2.0,17,21,18,17
Wed Jan 10 2024,New Orleans Pelicans,105,Golden State Warriors,,141,105,january,2023-2024,0,5,0.0,2,3,40.0,1,2,3,3.0,3.0,17,19,22,15
Wed Jan 10 2024,Denver Nuggets,124,Utah Jazz,,111,124,january,2023-2024,3,2,60.0,1,4,20.0,1,3,4,2.0,3.0,18,20,26,12
Wed Jan 10 2024,Toronto Raptors,126,Los Angeles Clippers,,120,126,january,2023-2024,3,2,60.0,4,1,80.0,2,0,2,2.0,1.0,23,13,15,22
Thu Jan 11 2024,Brooklyn Nets,111,Cleveland Cavaliers,,102,111,january,2023-2024,1,4,20.0,3,2,60.0,3,1,4,4.0,4.0,21,15,16,21
Thu Jan 11 2024,Boston Celtics,135,Milwaukee Bucks,,102,135,january,2023-2024,3,2,60.0,3,2,60.0,2,2,4,3.0,1.0,25,12,29,8
Thu Jan 11 2024,Portland Trail Blazers,139,Oklahoma City Thunder,,77,139,january,2023-2024,4,1,80.0,5,0,100.0,4,0,4,1.0,2.0,25,11,10,26
Thu Jan 11 2024,New York Knicks,128,Dallas Mavericks,,124,128,january,2023-2024,1,4,20.0,2,3,40.0,2,0,2,2.0,2.0,22,16,22,15
Thu Jan 11 2024,Phoenix Suns,109,Los Angeles Lakers,,127,109,january,2023-2024,1,4,20.0,1,4,20.0,3,2,5,2.0,3.0,20,19,19,18
Fri Jan 12 2024,Indiana Pacers,108,Atlanta Hawks,,126,108,january,2023-2024,3,2,60.0,0,5,0.0,0,4,4,2.0,2.0,15,21,22,16
Fri Jan 12 2024,Houston Rockets,110,Detroit Pistons,,112,110,january,2023-2024,3,2,60.0,2,3,40.0,0,2,2,2.0,2.0,3,35,18,18
Fri Jan 12 2024,Sacramento Kings,112,Philadelphia 76ers,,93,112,january,2023-2024,2,3,40.0,2,3,40.0,1,1,2,2.0,2.0,23,13,23,14
Fri Jan 12 2024,Golden State Warriors,131,Chicago Bulls,,140,131,january,2023-2024,3,2,60.0,0,5,0.0,1,1,2,2.0,2.0,18,21,17,20
Fri Jan 12 2024,Los Angeles Clippers,119,Memphis Grizzlies,,128,119,january,2023-2024,3,2,60.0,3,2,60.0,1,3,4,3.0,2.0,14,23,24,13
Fri Jan 12 2024,Orlando Magic,99,Miami Heat,,96,99,january,2023-2024,3,2,60.0,3,2,60.0,3,1,4,2.0,3.0,21,16,21,16
Fri Jan 12 2024,Portland Trail Blazers,116,Minnesota Timberwolves,,93,116,january,2023-2024,4,1,80.0,5,0,100.0,4,0,4,2.0,1.0,26,11,10,27
Fri Jan 12 2024,Charlotte Hornets,135,San Antonio Spurs,,99,135,january,2023-2024,3,2,60.0,3,2,60.0,1,1,2,2.0,2.0,6,30,8,27
Fri Jan 12 2024,Toronto Raptors,145,Utah Jazz,,113,145,january,2023-2024,3,2,60.0,5,0,100.0,2,0,2,2.0,2.0,19,20,15,23
Fri Jan 12 2024,New Orleans Pelicans,125,Denver Nuggets,,113,125,january,2023-2024,2,3,40.0,3,2,60.0,2,1,3,2.0,2.0,26,13,23,15
Sat Jan 13 2024,Houston Rockets,145,Boston Celtics,,113,145,january,2023-2024,3,2,60.0,3,2,60.0,2,0,2,2.0,1.0,29,9,19,18
Sat Jan 13 2024,Washington Wizards,99,Atlanta Hawks,,127,99,january,2023-2024,2,3,40.0,3,2,60.0,3,1,4,1.0,3.0,15,22,6,31
Sat Jan 13 2024,New York Knicks,94,Memphis Grizzlies,,106,94,january,2023-2024,3,2,60.0,3,2,60.0,0,2,2,1.0,2.0,14,24,22,16
Sat Jan 13 2024,Golden State Warriors,129,Milwaukee Bucks,,118,129,january,2023-2024,3,2,60.0,1,4,20.0,1,1,2,2.0,1.0,26,12,18,20
Sat Jan 13 2024,Orlando Magic,112,Oklahoma City Thunder,,100,112,january,2023-2024,4,1,80.0,3,2,60.0,2,0,2,2.0,1.0,26,11,21,17
Sat Jan 13 2024,New Orleans Pelicans,108,Dallas Mavericks,,118,108,january,2023-2024,0,5,0.0,4,1,80.0,2,2,4,2.0,1.0,23,16,23,16
Sat Jan 13 2024,Chicago Bulls,116,San Antonio Spurs,,122,116,january,2023-2024,3,2,60.0,2,3,40.0,0,3,3,1.0,1.0,7,30,18,22
Sat Jan 13 2024,Los Angeles Lakers,132,Utah Jazz,,125,132,january,2023-2024,3,2,60.0,0,5,0.0,1,2,3,1.0,2.0,20,20,20,20
Sun Jan 14 2024,Indiana Pacers,117,Denver Nuggets,,109,117,january,2023-2024,2,3,40.0,1,4,20.0,2,0,2,2.0,2.0,27,13,23,16
Sun Jan 14 2024,Charlotte Hornets,104,Miami Heat,,87,104,january,2023-2024,2,3,40.0,3,2,60.0,4,0,4,2.0,2.0,22,16,8,28
Sun Jan 14 2024,Sacramento Kings,143,Milwaukee Bucks,OT,142,143,january,2023-2024,2,3,40.0,3,2,60.0,1,1,2,1.0,2.0,27,12,23,15
Sun Jan 14 2024,Los Angeles Clippers,109,Minnesota Timberwolves,,105,109,january,2023-2024,4,1,80.0,3,2,60.0,3,1,4,2.0,2.0,27,11,25,13
Sun Jan 14 2024,Phoenix Suns,116,Portland Trail Blazers,,127,116,january,2023-2024,5,0,100.0,2,3,40.0,1,3,4,2.0,3.0,10,28,20,18
Mon Jan 15 2024,Houston Rockets,124,Philadelphia 76ers,,115,124,january,2023-2024,1,4,20.0,4,1,80.0,2,0,2,3.0,2.0,24,13,19,19
Mon Jan 15 2024,New Orleans Pelicans,125,Dallas Mavericks,,120,125,january,2023-2024,0,5,0.0,4,1,80.0,2,2,4,2.0,2.0,23,17,24,16
Mon Jan 15 2024,Orlando Magic,94,New York Knicks,,98,94,january,2023-2024,4,1,80.0,3,2,60.0,1,3,4,2.0,2.0,23,16,21,18
Mon Jan 15 2024,Detroit Pistons,117,Washington Wizards,,129,117,january,2023-2024,3,2,60.0,2,3,40.0,2,2,4,2.0,3.0,7,31,3,36
Mon Jan 15 2024,San Antonio Spurs,109,Atlanta Hawks,,99,109,january,2023-2024,2,3,40.0,2,3,40.0,2,0,2,2.0,2.0,15,23,7,31
Mon Jan 15 2024,Golden State Warriors,116,Memphis Grizzlies,,107,116,january,2023-2024,3,2,60.0,2,3,40.0,1,2,3,2.0,2.0,14,25,18,21
Mon Jan 15 2024,Chicago Bulls,109,Cleveland Cavaliers,,91,109,january,2023-2024,1,4,20.0,2,3,40.0,3,1,4,4.0,2.0,22,15,19,22
Mon Jan 15 2024,Miami Heat,95,Brooklyn Nets,OT,96,95,january,2023-2024,3,2,60.0,1,4,20.0,2,2,4,4.0,1.0,16,22,23,16
Mon Jan 15 2024,Boston Celtics,96,Toronto Raptors,,105,96,january,2023-2024,5,0,100.0,3,2,60.0,0,4,4,3.0,2.0,15,24,30,9
Mon Jan 15 2024,Indiana Pacers,132,Utah Jazz,,105,132,january,2023-2024,2,3,40.0,2,3,40.0,1,1,2,2.0,1.0,21,20,23,17
Mon Jan 15 2024,Oklahoma City Thunder,112,Los Angeles Lakers,,105,112,january,2023-2024,1,4,20.0,3,2,60.0,3,1,4,2.0,2.0,20,21,27,11
Tue Jan 16 2024,Denver Nuggets,126,Philadelphia 76ers,,121,126,january,2023-2024,1,4,20.0,1,4,20.0,1,1,2,1.0,2.0,25,13,28,13
Tue Jan 16 2024,Sacramento Kings,119,Phoenix Suns,,117,119,january,2023-2024,3,2,60.0,4,1,80.0,3,2,5,2.0,2.0,21,18,23,16
Tue Jan 16 2024,Oklahoma City Thunder,128,Los Angeles Clippers,,117,128,january,2023-2024,3,2,60.0,3,2,60.0,1,2,3,2.0,1.0,25,14,27,12
Wed Jan 17 2024,Minnesota Timberwolves,117,Detroit Pistons,,124,117,january,2023-2024,2,3,40.0,3,2,60.0,0,2,2,2.0,3.0,4,36,28,11
Wed Jan 17 2024,Orlando Magic,106,Atlanta Hawks,,104,106,january,2023-2024,1,4,20.0,3,2,60.0,3,1,4,2.0,2.0,16,23,22,18
Wed Jan 17 2024,San Antonio Spurs,117,Boston Celtics,,98,117,january,2023-2024,3,2,60.0,3,2,60.0,2,0,2,2.0,2.0,31,9,7,32
Wed Jan 17 2024,Milwaukee Bucks,135,Cleveland Cavaliers,,95,135,january,2023-2024,0,5,0.0,1,4,20.0,2,2,4,2.0,3.0,23,15,28,12
Wed Jan 17 2024,Houston Rockets,109,New York Knicks,,94,109,january,2023-2024,3,2,60.0,5,0,100.0,1,1,2,2.0,2.0,23,17,19,20
Wed Jan 17 2024,Miami Heat,121,Toronto Raptors,,97,121,january,2023-2024,4,1,80.0,1,4,20.0,1,3,4,2.0,2.0,15,25,24,16
Wed Jan 17 2024,Charlotte Hornets,132,New Orleans Pelicans,,112,132,january,2023-2024,5,0,100.0,3,2,60.0,2,0,2,2.0,3.0,24,17,8,29
Wed Jan 17 2024,Dallas Mavericks,127,Los Angeles Lakers,,110,127,january,2023-2024,1,4,20.0,0,5,0.0,1,2,3,2.0,2.0,21,21,24,17
Wed Jan 17 2024,Brooklyn Nets,105,Portland Trail Blazers,,103,105,january,2023-2024,4,1,80.0,2,3,40.0,2,0,2,3.0,2.0,10,29,16,23
Thu Jan 18 2024,Washington Wizards,113,New York Knicks,,109,113,january,2023-2024,2,3,40.0,2,3,40.0,3,0,3,1.0,3.0,24,17,7,32
Thu Jan 18 2024,Chicago Bulls,110,Toronto Raptors,,116,110,january,2023-2024,3,2,60.0,3,2,60.0,2,2,4,1.0,3.0,16,25,19,23
Thu Jan 18 2024,Oklahoma City Thunder,129,Utah Jazz,,134,129,january,2023-2024,1,4,20.0,3,2,60.0,1,3,4,3.0,2.0,22,20,27,13
Thu Jan 18 2024,Memphis Grizzlies,118,Minnesota Timberwolves,,103,118,january,2023-2024,3,2,60.0,2,3,40.0,4,0,4,1.0,3.0,29,11,15,25
Thu Jan 18 2024,Indiana Pacers,121,Sacramento Kings,,126,121,january,2023-2024,5,0,100.0,3,2,60.0,1,1,2,2.0,3.0,23,17,23,18
Fri Jan 19 2024,San Antonio Spurs,124,Charlotte Hornets,,120,124,january,2023-2024,3,2,60.0,3,2,60.0,1,1,2,2.0,2.0,8,30,7,33
Fri Jan 19 2024,Philadelphia 76ers,109,Orlando Magic,,124,109,january,2023-2024,4,1,80.0,1,4,20.0,0,3,3,2.0,3.0,22,19,26,13
Fri Jan 19 2024,Denver Nuggets,100,Boston Celtics,,102,100,january,2023-2024,2,3,40.0,2,3,40.0,0,2,2,2.0,3.0,32,9,28,14
Fri Jan 19 2024,Atlanta Hawks,108,Miami Heat,,109,108,january,2023-2024,2,3,40.0,0,5,0.0,3,1,4,2.0,2.0,24,17,17,23
Fri Jan 19 2024,Phoenix Suns,109,New Orleans Pelicans,,123,109,january,2023-2024,4,1,80.0,3,2,60.0,1,2,3,2.0,3.0,25,17,22,18
Fri Jan 19 2024,Indiana Pacers,118,Portland Trail Blazers,,115,118,january,2023-2024,3,2,60.0,4,1,80.0,2,0,2,2.0,1.0,11,29,24,18
Fri Jan 19 2024,Brooklyn Nets,112,Los Angeles Lakers,,130,112,january,2023-2024,1,4,20.0,2,3,40.0,1,1,2,2.0,2.0,22,21,16,24
Sat Jan 20 2024,Milwaukee Bucks,135,Detroit Pistons,,141,135,january,2023-2024,1,4,20.0,1,4,20.0,0,4,4,3.0,3.0,4,37,28,13
Sat Jan 20 2024,Philadelphia 76ers,89,Charlotte Hornets,,97,89,january,2023-2024,3,2,60.0,2,3,40.0,0,4,4,1.0,1.0,9,30,27,13
Sat Jan 20 2024,San Antonio Spurs,127,Washington Wizards,,131,127,january,2023-2024,3,2,60.0,3,2,60.0,1,1,2,2.0,1.0,7,33,7,34
Sat Jan 20 2024,Cleveland Cavaliers,95,Atlanta Hawks,,116,95,january,2023-2024,1,4,20.0,0,5,0.0,1,3,4,1.0,3.0,18,23,24,15
Sat Jan 20 2024,Toronto Raptors,126,New York Knicks,,100,126,january,2023-2024,2,3,40.0,2,3,40.0,4,0,4,2.0,2.0,25,17,16,26
Sat Jan 20 2024,Memphis Grizzlies,125,Chicago Bulls,,96,125,january,2023-2024,3,2,60.0,2,3,40.0,2,0,2,2.0,2.0,20,23,15,26
Sat Jan 20 2024,Utah Jazz,127,Houston Rockets,OT,126,127,january,2023-2024,5,0,100.0,0,5,0.0,3,1,4,3.0,2.0,19,21,22,21
Sat Jan 20 2024,Oklahoma City Thunder,97,Minnesota Timberwolves,,102,97,january,2023-2024,2,3,40.0,3,2,60.0,2,2,4,2.0,2.0,30,11,28,13
Sun Jan 21 2024,Brooklyn Nets,125,Los Angeles Clippers,,114,125,january,2023-2024,2,3,40.0,3,2,60.0,1,1,2,5.0,2.0,26,14,17,24
Sun Jan 21 2024,Miami Heat,105,Orlando Magic,,87,105,january,2023-2024,4,1,80.0,2,3,40.0,1,3,4,2.0,2.0,22,20,24,18
Sun Jan 21 2024,Denver Nuggets,104,Washington Wizards,,113,104,january,2023-2024,3,2,60.0,3,2,60.0,0,2,2,1.0,2.0,7,34,29,14
Sun Jan 21 2024,Boston Celtics,107,Houston Rockets,,116,107,january,2023-2024,4,1,80.0,2,3,40.0,0,2,2,1.0,2.0,20,21,32,10
Sun Jan 21 2024,Indiana Pacers,117,Phoenix Suns,,110,117,january,2023-2024,4,1,80.0,5,0,100.0,1,1,2,2.0,2.0,23,18,24,19
Sun Jan 21 2024,Portland Trail Blazers,134,Los Angeles Lakers,,110,134,january,2023-2024,1,4,20.0,2,3,40.0,3,0,3,2.0,2.0,22,22,12,29
Mon Jan 22 2024,Milwaukee Bucks,113,Detroit Pistons,,122,113,january,2023-2024,1,4,20.0,2,3,40.0,0,4,4,2.0,2.0,4,38,29,13
Mon Jan 22 2024,Cleveland Cavaliers,99,Orlando Magic,,126,99,january,2023-2024,3,2,60.0,1,4,20.0,4,5,9,1.0,2.0,23,20,25,15
Mon Jan 22 2024,San Antonio Spurs,133,Philadelphia 76ers,,123,133,january,2023-2024,2,3,40.0,4,1,80.0,2,0,2,2.0,2.0,28,13,8,34
Mon Jan 22 2024,Memphis Grizzlies,100,Toronto Raptors,,108,100,january,2023-2024,2,3,40.0,2,3,40.0,1,1,2,2.0,2.0,16,27,15,27
Mon Jan 22 2024,Charlotte Hornets,125,Minnesota Timberwolves,,128,125,january,2023-2024,1,4,20.0,3,2,60.0,1,1,2,2.0,2.0,30,12,9,31
Mon Jan 22 2024,Boston Celtics,110,Dallas Mavericks,,119,110,january,2023-2024,1,4,20.0,2,3,40.0,0,2,2,5.0,1.0,24,18,33,10
Mon Jan 22 2024,Chicago Bulls,115,Phoenix Suns,,113,115,january,2023-2024,3,2,60.0,3,2,60.0,2,0,2,1.0,2.0,24,18,21,23
Mon Jan 22 2024,Atlanta Hawks,122,Sacramento Kings,,107,122,january,2023-2024,4,1,80.0,1,4,20.0,2,0,2,4.0,2.0,23,18,18,24
Tue Jan 23 2024,Denver Nuggets,109,Indiana Pacers,,114,109,january,2023-2024,5,0,100.0,3,2,60.0,0,2,2,2.0,2.0,24,20,30,14
Tue Jan 23 2024,New York Knicks,103,Brooklyn Nets,,108,103,january,2023-2024,4,1,80.0,1,4,20.0,0,4,4,2.0,3.0,17,25,26,17
Tue Jan 23 2024,Utah Jazz,153,New Orleans Pelicans,,124,153,january,2023-2024,3,2,60.0,1,4,20.0,2,2,4,4.0,3.0,25,18,22,22
Tue Jan 23 2024,Portland Trail Blazers,111,Oklahoma City Thunder,,109,111,january,2023-2024,4,1,80.0,2,3,40.0,4,0,4,3.0,2.0,29,13,12,30
Tue Jan 23 2024,Los Angeles Lakers,127,Los Angeles Clippers,,116,127,january,2023-2024,2,3,40.0,1,4,20.0,1,3,4,2.0,2.0,27,14,23,22
Wed Jan 24 2024,Charlotte Hornets,113,Detroit Pistons,,106,113,january,2023-2024,1,4,20.0,3,2,60.0,3,0,3,2.0,2.0,4,39,10,31
Wed Jan 24 2024,Minnesota Timberwolves,107,Washington Wizards,,118,107,january,2023-2024,2,3,40.0,1,4,20.0,0,2,2,3.0,2.0,7,35,30,13
Wed Jan 24 2024,Memphis Grizzlies,96,Miami Heat,,105,96,january,2023-2024,3,2,60.0,3,2,60.0,1,1,2,3.0,2.0,24,19,16,27
Wed Jan 24 2024,Portland Trail Blazers,131,Houston Rockets,OT,137,131,january,2023-2024,3,2,60.0,2,3,40.0,3,1,4,3.0,1.0,20,22,12,31
